"match.id","strat","t","i","u","a","obs.i","obs.j","err.D.i","err.D.j"
701234972,"always.coop",6,1,-1,"C","D","D",FALSE,FALSE
701234972,"always.defect",6,2,2,"D","D","D",FALSE,FALSE
701234972,"always.coop",7,1,-1,"C","C","D",FALSE,FALSE
701234972,"always.defect",7,2,2,"D","D","C",FALSE,FALSE
701234972,"always.coop",8,1,-1,"C","C","D",FALSE,FALSE
701234972,"always.defect",8,2,2,"D","D","C",FALSE,FALSE
701234972,"always.coop",9,1,-1,"C","C","D",FALSE,FALSE
701234972,"always.defect",9,2,2,"D","D","C",FALSE,FALSE
701234972,"always.coop",10,1,-1,"C","C","D",FALSE,FALSE
701234972,"always.defect",10,2,2,"D","D","C",FALSE,FALSE
701234972,"always.coop",11,1,-1,"C","C","D",FALSE,TRUE
701234972,"always.defect",11,2,2,"D","D","C",TRUE,FALSE
701234972,"always.coop",12,1,-1,"C","C","D",TRUE,TRUE
701234972,"always.defect",12,2,2,"D","D","C",TRUE,TRUE
701234972,"always.coop",13,1,-1,"C","D","D",FALSE,FALSE
701234972,"always.defect",13,2,2,"D","D","D",FALSE,FALSE
701234972,"always.coop",14,1,-1,"C","C","D",FALSE,TRUE
701234972,"always.defect",14,2,2,"D","D","C",TRUE,FALSE
701234972,"always.coop",15,1,-1,"C","C","D",TRUE,FALSE
701234972,"always.defect",15,2,2,"D","D","C",FALSE,TRUE
701234972,"always.coop",16,1,-1,"C","D","D",FALSE,TRUE
701234972,"always.defect",16,2,2,"D","D","D",TRUE,FALSE
701234972,"always.coop",17,1,-1,"C","C","D",TRUE,TRUE
701234972,"always.defect",17,2,2,"D","D","C",TRUE,TRUE
701234972,"always.coop",18,1,-1,"C","D","D",FALSE,FALSE
701234972,"always.defect",18,2,2,"D","D","D",FALSE,FALSE
701234972,"always.coop",19,1,-1,"C","C","D",FALSE,FALSE
701234972,"always.defect",19,2,2,"D","D","C",FALSE,FALSE
103696268,"always.coop",1,1,1,"C","C","C",FALSE,FALSE
103696268,"always.coop",1,2,1,"C","C","C",FALSE,FALSE
103696268,"always.coop",2,1,1,"C","C","C",FALSE,FALSE
103696268,"always.coop",2,2,1,"C","C","C",FALSE,FALSE
103696268,"always.coop",3,1,1,"C","C","C",TRUE,FALSE
103696268,"always.coop",3,2,1,"C","C","C",FALSE,TRUE
103696268,"always.coop",4,1,1,"C","D","C",FALSE,FALSE
103696268,"always.coop",4,2,1,"C","C","D",FALSE,FALSE
103696268,"always.coop",5,1,1,"C","C","C",TRUE,TRUE
103696268,"always.coop",5,2,1,"C","C","C",TRUE,TRUE
103696268,"always.coop",6,1,1,"C","D","D",FALSE,FALSE
103696268,"always.coop",6,2,1,"C","D","D",FALSE,FALSE
103696268,"always.coop",7,1,1,"C","C","C",FALSE,FALSE
103696268,"always.coop",7,2,1,"C","C","C",FALSE,FALSE
103696268,"always.coop",8,1,1,"C","C","C",FALSE,FALSE
103696268,"always.coop",8,2,1,"C","C","C",FALSE,FALSE
103696268,"always.coop",9,1,1,"C","C","C",FALSE,FALSE
103696268,"always.coop",9,2,1,"C","C","C",FALSE,FALSE
