"match.id","strat","t","i","p","l","u"
2096911787,"traveling.salesman",1,1,0.5,0,0.125
2096911787,"the.undercutter",1,2,0.5,0.5,0.375
2096911787,"traveling.salesman",2,1,0.5,0,0.1225
2096911787,"the.undercutter",2,2,0.49,0.5,0.36995
2096911787,"traveling.salesman",3,1,0.5,0,0.1225
2096911787,"the.undercutter",3,2,0.49,0.5,0.36995
2096911787,"traveling.salesman",4,1,0.5,0,0.1225
2096911787,"the.undercutter",4,2,0.49,0.5,0.36995
2096911787,"traveling.salesman",5,1,0.5,0,0.1225
2096911787,"the.undercutter",5,2,0.49,0.5,0.36995
2096911787,"traveling.salesman",6,1,0.5,0,0.1225
2096911787,"the.undercutter",6,2,0.49,0.5,0.36995
2096911787,"traveling.salesman",7,1,0.5,0,0.1225
2096911787,"the.undercutter",7,2,0.49,0.5,0.36995
2096911787,"traveling.salesman",8,1,0.5,0,0.1225
2096911787,"the.undercutter",8,2,0.49,0.5,0.36995
2096911787,"traveling.salesman",9,1,0.5,0,0.1225
2096911787,"the.undercutter",9,2,0.49,0.5,0.36995
2096911787,"traveling.salesman",10,1,0.5,0,0.1225
2096911787,"the.undercutter",10,2,0.49,0.5,0.36995
2096911787,"traveling.salesman",11,1,0.5,0,0.1225
2096911787,"the.undercutter",11,2,0.49,0.5,0.36995
2096911787,"traveling.salesman",12,1,0.5,0,0.1225
2096911787,"the.undercutter",12,2,0.49,0.5,0.36995
2096911787,"traveling.salesman",13,1,0.5,0,0.1225
2096911787,"the.undercutter",13,2,0.49,0.5,0.36995
2096911787,"traveling.salesman",14,1,0.5,0,0.1225
2096911787,"the.undercutter",14,2,0.49,0.5,0.36995
2096911787,"traveling.salesman",15,1,0.5,0,0.1225
2096911787,"the.undercutter",15,2,0.49,0.5,0.36995
2096911787,"traveling.salesman",16,1,0.5,0,0.1225
2096911787,"the.undercutter",16,2,0.49,0.5,0.36995
2096911787,"traveling.salesman",17,1,0.5,0,0.1225
2096911787,"the.undercutter",17,2,0.49,0.5,0.36995
2096911787,"traveling.salesman",18,1,0.5,0,0.1225
2096911787,"the.undercutter",18,2,0.49,0.5,0.36995
2096911787,"traveling.salesman",19,1,0.5,0,0.1225
2096911787,"the.undercutter",19,2,0.49,0.5,0.36995
2096911787,"traveling.salesman",20,1,0.5,0,0.1225
2096911787,"the.undercutter",20,2,0.49,0.5,0.36995
1401146693,"the.undercutter",1,1,0.5,0.5,0.375
1401146693,"traveling.salesman",1,2,0.5,0,0.125
1401146693,"the.undercutter",2,1,0.49,0.5,0.36995
1401146693,"traveling.salesman",2,2,0.5,0,0.1225
1401146693,"the.undercutter",3,1,0.49,0.5,0.36995
1401146693,"traveling.salesman",3,2,0.5,0,0.1225
1401146693,"the.undercutter",4,1,0.49,0.5,0.36995
1401146693,"traveling.salesman",4,2,0.5,0,0.1225
1401146693,"the.undercutter",5,1,0.49,0.5,0.36995
1401146693,"traveling.salesman",5,2,0.5,0,0.1225
1401146693,"the.undercutter",6,1,0.49,0.5,0.36995
1401146693,"traveling.salesman",6,2,0.5,0,0.1225
1401146693,"the.undercutter",7,1,0.49,0.5,0.36995
1401146693,"traveling.salesman",7,2,0.5,0,0.1225
1401146693,"the.undercutter",8,1,0.49,0.5,0.36995
1401146693,"traveling.salesman",8,2,0.5,0,0.1225
1401146693,"the.undercutter",9,1,0.49,0.5,0.36995
1401146693,"traveling.salesman",9,2,0.5,0,0.1225
1401146693,"the.undercutter",10,1,0.49,0.5,0.36995
1401146693,"traveling.salesman",10,2,0.5,0,0.1225
1401146693,"the.undercutter",11,1,0.49,0.5,0.36995
1401146693,"traveling.salesman",11,2,0.5,0,0.1225
1401146693,"the.undercutter",12,1,0.49,0.5,0.36995
1401146693,"traveling.salesman",12,2,0.5,0,0.1225
1401146693,"the.undercutter",13,1,0.49,0.5,0.36995
1401146693,"traveling.salesman",13,2,0.5,0,0.1225
1401146693,"the.undercutter",14,1,0.49,0.5,0.36995
1401146693,"traveling.salesman",14,2,0.5,0,0.1225
1401146693,"the.undercutter",15,1,0.49,0.5,0.36995
1401146693,"traveling.salesman",15,2,0.5,0,0.1225
1401146693,"the.undercutter",16,1,0.49,0.5,0.36995
1401146693,"traveling.salesman",16,2,0.5,0,0.1225
1401146693,"the.undercutter",17,1,0.49,0.5,0.36995
1401146693,"traveling.salesman",17,2,0.5,0,0.1225
1401146693,"the.undercutter",18,1,0.49,0.5,0.36995
1401146693,"traveling.salesman",18,2,0.5,0,0.1225
1401146693,"the.undercutter",19,1,0.49,0.5,0.36995
1401146693,"traveling.salesman",19,2,0.5,0,0.1225
1401146693,"the.undercutter",20,1,0.49,0.5,0.36995
1401146693,"traveling.salesman",20,2,0.5,0,0.1225
274562008,"the.undercutter",1,1,0.5,0.5,0.25
274562008,"the.undercutter",1,2,0.5,0.5,0.25
274562008,"the.undercutter",2,1,0.49,0.5,0.245
274562008,"the.undercutter",2,2,0.49,0.5,0.245
274562008,"the.undercutter",3,1,0.48,0.5,0.24
274562008,"the.undercutter",3,2,0.48,0.5,0.24
274562008,"the.undercutter",4,1,0.47,0.5,0.235
274562008,"the.undercutter",4,2,0.47,0.5,0.235
274562008,"the.undercutter",5,1,0.46,0.5,0.23
274562008,"the.undercutter",5,2,0.46,0.5,0.23
274562008,"the.undercutter",6,1,0.45,0.5,0.225
274562008,"the.undercutter",6,2,0.45,0.5,0.225
274562008,"the.undercutter",7,1,0.44,0.5,0.22
274562008,"the.undercutter",7,2,0.44,0.5,0.22
274562008,"the.undercutter",8,1,0.43,0.5,0.215
274562008,"the.undercutter",8,2,0.43,0.5,0.215
274562008,"the.undercutter",9,1,0.42,0.5,0.21
274562008,"the.undercutter",9,2,0.42,0.5,0.21
